PATH,VALUE,LABEL
artifacts[].issues[].description,The Webgais program allows a remote user to execute arbitrary commands.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"Windows NT 4.0 before SP3 allows remote attackers to bypass firewall restrictions or cause a denial of service (crash) by sending improperly fragmented IP packets without the first fragment, which the TCP/IP stack incorrectly reassembles into a valid session.",DESCRIPTION
cves[].summary,IRIX fam service allows an attacker to obtain a list of all files on the server.,DESCRIPTION
artifacts[].issues[].description,"The campas CGI program provided with some NCSA web servers allows an attacker to execute arbitrary commands via encoded carriage return characters in the query string, as demonstrated by reading the password file.",DESCRIPTION
data[].summary,root privileges via buffer overflow in df command on SGI IRIX systems.,DESCRIPTION
Results[].Vulnerabilities[].Overview,root privileges via buffer overflow in pset command on SGI IRIX systems.,DESCRIPTION
artifacts[].issues[].description,root privileges via buffer overflow in eject command on SGI IRIX systems.,DESCRIPTION
Results[].Vulnerabilities[].Overview,root privileges via buffer overflow in login/scheme command on SGI IRIX systems.,DESCRIPTION
advisories.data.overview,privilegios de administrador mediante un desbordamiento de b�fer en el comando login/scheme en sistemas SGI IRIX.,DESCRIPTION
Results[].Vulnerabilities[].Description,root privileges via buffer overflow in ordist command on SGI IRIX systems.,DESCRIPTION
cves[].summary,root privileges via buffer overflow in xlock command on SGI IRIX systems.,DESCRIPTION
cves[].description,Obtenci�n de privilegios de root mediante un desbordamiento de buffer en el comando xlock en sistemas SGI IRIX,DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflow in run-time linkers (1) ld.so or (2) ld-linux.so for Linux systems allows local users to gain privileges by calling a setuid program with a long program name (argv[0]) and forcing ld.so/ld-linux.so to report an error.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflow in AIX lchangelv gives root access.,DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in nnrpd program in INN up to version 1.6 allows remote users to execute arbitrary commands.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflow in ping in AIX 4.2 and earlier allows local users to gain root privileges via a long command line argument.,DESCRIPTION
artifacts[].issues[].description,Buffer overflow in Exim allows local users to gain root privileges via a long :include: option in a .forward file.,DESCRIPTION
data[].summary,"Oracle Webserver 2.1, when serving PL/SQL stored procedures, allows remote attackers to cause a denial of service via a long HTTP GET request.",DESCRIPTION
cves[].summary,"The PATH in Windows NT includes the current working directory (.), which could allow local users to gain privileges by placing Trojan horse programs with the same name as commonly used system programs into certain directories.",DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflow in nss_nisplus.so.1 library in NIS+ in Solaris 2.3 and 2.4 allows local users to gain root privileges.,DESCRIPTION
cves[].summary,"Certain programs in HP-UX 10.20 do not properly handle large user IDs (UID) or group IDs (GID) over 60000, which could allow local users to gain privileges.",DESCRIPTION
Results[].Vulnerabilities[].Overview,php.cgi allows attackers to read any file on the system.,DESCRIPTION
cves[].summary,Buffer overflow in SunOS/Solaris ps command.,DESCRIPTION
Results[].Vulnerabilities[].Description,ICMP information such as (1) netmask and (2) timestamp is allowed from arbitrary hosts.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Informaci�n ICMP como (1) m�scara de red y (2) marca de tiempo est� permitida desde hosts arbitrarios.,DESCRIPTION
data[].summary,"An attacker can write to syslog files from any location, causing a denial of service by filling up the logs, and hiding activities.",DESCRIPTION
cves[].summary,"Java in Netscape 4.5 does not properly restrict applets from connecting to other hosts besides the one from which the applet was loaded, which violates the Java security model and could allow remote attackers to conduct unauthorized activities.",DESCRIPTION
data[].summary,"Internet Explorer 3 records a history of all URL's that are visited by a user in DAT files located in the Temporary Internet Files and History folders, which are not cleared when the user selects the ""Clear History"" option, and are not visible when the user browses the folders because of tailored displays.",DESCRIPTION
cves[].summary,The DG/UX finger daemon allows remote command execution through shell metacharacters.,DESCRIPTION
cves[].summary,"DNS cache poisoning via BIND, by predictable query IDs.",DESCRIPTION
data[].summary,"Vulnerability in CGI program in the Lasso application by Blue World, as used on WebSTAR and other servers, allows remote attackers to read arbitrary files.",DESCRIPTION
advisories.data.overview,spaceball program in SpaceWare 7.3 v1.0 in IRIX 6.2 allows local users to gain root privileges by setting the HOSTNAME environmental variable to contain the commands to be executed.,DESCRIPTION
Results[].Vulnerabilities[].Description,"Majordomo 1.94.3 and earlier allows remote attackers to execute arbitrary commands when the advertise or noadvertise directive is used in a configuration file, via shell metacharacters in the Reply-To header.",DESCRIPTION
advisories.data.overview,"rpc.mountd on Linux, Ultrix, and possibly other operating systems, allows remote attackers to determine the existence of a file on the server by attempting to mount that file, which generates different error messages depending on whether the file exists or not.",DESCRIPTION
cves[].description,Apache httpd cookie buffer overflow for versions 1.1.1 and earlier.,DESCRIPTION
data[].summary,AIX bugfiler program allows local users to gain root access.,DESCRIPTION
Results[].Vulnerabilities[].Description,The handler CGI program in IRIX allows arbitrary command execution.,DESCRIPTION
Results[].Vulnerabilities[].Description,The uploader program in the WebSite web server allows a remote attacker to execute arbitrary programs.,DESCRIPTION
cves[].summary,Linux implementations of TFTP would allow access to files outside the restricted directory.,DESCRIPTION
Results[].Vulnerabilities[].Description,IIS newdsn.exe CGI script allows remote users to overwrite files.,DESCRIPTION
cves[].description,Remote execution of arbitrary commands through Guestbook CGI program.,DESCRIPTION
cves[].description,"HP-UX 9.x and 10.x running X windows may allow local attackers to gain privileges via (1) vuefile, (2) vuepad, (3) dtfile, or (4) dtpad, which do not authenticate users.",DESCRIPTION
advisories.data.overview,Character-Terminal User Environment (CUE) in HP-UX 11.0 and earlier allows local users to overwrite arbitrary files and gain root privileges via a symlink attack on the IOERROR.mytty file.,DESCRIPTION
Results[].Vulnerabilities[].Description,"Lotus cc:Mail release 8 stores the postoffice password in plaintext in a hidden file which has insecure permissions, which allows local users to gain privileges.",DESCRIPTION
data[].summary,"Remote attackers can cause a denial of service in FTP by issuing multiple PASV commands, causing the server to run out of available ports.",DESCRIPTION
cves[].summary,"The asynchronous I/O facility in 4.4 BSD kernel does not check user credentials when setting the recipient of I/O notification, which allows local users to cause a denial of service by using certain ioctl and fcntl calls to cause the signal to be sent to an arbitrary process ID.",DESCRIPTION
cves[].description,The ARP protocol allows any host to spoof ARP replies and poison the ARP cache to conduct IP address spoofing or a denial of service.,DESCRIPTION
artifacts[].issues[].description,The NeXT NetInfo _writers property allows local users to gain root privileges or conduct a denial of service.,DESCRIPTION
data[].summary,Race condition in xterm allows local users to modify arbitrary files via the logging option.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"Oracle Webserver 2.1 and earlier runs setuid root, but the configuration file is owned by the oracle account, which allows any local or remote attacker who obtains access to the oracle account to gain privileges or modify arbitrary files by modifying the configuration file.",DESCRIPTION
cves[].description,Buffer overflow in NCSA HTTP daemon v1.3 allows remote command execution.,DESCRIPTION
cves[].description,"Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1584, CVE-1999-1586.  Reason: This candidate combined references from one issue with the description from another issue.  Notes: Users should consult CVE-1999-1584 and CVE-1999-1586 to obtain the appropriate name.  All references and descriptions in this candidate have been removed to prevent accidental usage",DESCRIPTION
data[].summary,Race condition in wu-ftpd and BSDI ftpd allows remote attackers to gain root access via the SITE EXEC command.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Samba has a buffer overflow which allows a remote attacker to obtain root access by specifying a long password.,DESCRIPTION
advisories.data.overview,Buffer overflow in AIX rcp command allows local users to obtain root access.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Some classic Cisco IOS devices have a vulnerability in the PPP CHAP authentication to establish unauthorized PPP connections.,DESCRIPTION
Results[].Vulnerabilities[].Description,"In SunOS or Solaris, a remote user could connect from an FTP server's data port to an rlogin server on a host that trusts the FTP server, allowing remote command execution.",DESCRIPTION
cves[].description,Denial of service in Slmail v2.5 through the POP3 port.,DESCRIPTION
artifacts[].issues[].description,All records in a WINS database can be deleted through SNMP for a denial of service.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"Solaris sysdef command allows local users to read kernel memory, potentially leading to root privileges.",DESCRIPTION
cves[].description,nis_cachemgr for Solaris NIS+ allows attackers to add malicious NIS+ servers.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Vulnerability in HP-UX mediainit program.,DESCRIPTION
Results[].Vulnerabilities[].Description,Vulnerability in telnet service in HP-UX 10.30 allows attackers to cause a denial of service.,DESCRIPTION
cves[].summary,"File creation and deletion, and remote execution, in the BSD line printer daemon (lpd).",DESCRIPTION
Results[].Vulnerabilities[].Overview,"HP Laserjet printers with JetDirect cards, when configured with TCP/IP, can be configured without a password, which allows remote attackers to connect to the printer and change its IP address or disable logging.",DESCRIPTION
cves[].description,"HP Laserjet printers with JetDirect cards, when configured with TCP/IP, allow remote attackers to bypass print filters by directly sending PostScript documents to TCP ports 9099 and 9100.",DESCRIPTION
data[].summary,"sort creates temporary files and follows symbolic links, which allows local users to modify arbitrary files that are writable by the user running sort, as observed in updatedb and other programs that use sort.",DESCRIPTION
artifacts[].issues[].description,"IMAP 4.1 BETA, and possibly other versions, does not properly handle the SIGABRT (abort) signal, which allows local users to crash the server (imapd) via certain sequences of commands, which causes a core dump that may contain sensitive password information.",DESCRIPTION
Results[].Vulnerabilities[].Overview,CGI PHP mlog script allows an attacker to read any file on the target server.,DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in telnet daemon tgetent routing allows remote attackers to gain root access via the TERMCAP environmental variable.,DESCRIPTION
artifacts[].issues[].description,CGI PHP mylog script allows an attacker to read any file on the target server.,DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in AIX xdat gives root access to local users.,DESCRIPTION
artifacts[].issues[].description,"Buffer overflow in OSF Distributed Computing Environment (DCE) security demon (secd) in IRIX 6.4 and earlier allows attackers to cause a denial of service via a long principal, group, or organization.",DESCRIPTION
advisories.data.overview,"Buffer overflow in Rainbow Six Multiplayer allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long nickname (nick) command.",DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in AIX libDtSvc library can allow local users to gain root access.,DESCRIPTION
artifacts[].issues[].description,Buffer overflow in AIX writesrv command allows local users to obtain root access.,DESCRIPTION
Results[].Vulnerabilities[].Description,Various vulnerabilities in the AIX portmir command allows local users to obtain root access.,DESCRIPTION
Results[].Vulnerabilities[].Overview,AIX nslookup command allows local users to obtain root access by not dropping privileges correctly.,DESCRIPTION
cves[].summary,AIX piodmgrsu command allows local users to gain additional group privileges.,DESCRIPTION
cves[].description,The AIX FTP client can be forced to execute commands from a malicious server through shell metacharacters (e.g. a pipe character).,DESCRIPTION
advisories.data.overview,The open() function in FreeBSD allows local attackers to write to arbitrary files.,DESCRIPTION
cves[].summary,Denial of service of inetd on Linux through SYN and RST packets.,DESCRIPTION
artifacts[].issues[].description,SGI syserr program allows local users to corrupt files.,DESCRIPTION
artifacts[].issues[].description,SGI permissions program allows local users to gain root privileges.,DESCRIPTION
artifacts[].issues[].description,"Buffer overflow in the HTML library used by Internet Explorer, Outlook Express, and Windows Explorer via the res: local resource protocol.",DESCRIPTION
advisories.data.overview,buffer overflow in HP xlock program.,DESCRIPTION
cves[].summary,Arbitrary command execution via buffer overflow in Count.cgi (wwwcount) cgi-bin program.,DESCRIPTION
artifacts[].issues[].description,Directory traversal vulnerability in carbo.dll in iCat Carbo Server 3.0.0 allows remote attackers to read arbitrary files via a .. (dot dot) in the icatcommand parameter.,DESCRIPTION
advisories.data.overview,"Solaris Solstice AdminSuite (AdminSuite) 2.1 uses unsafe permissions when adding new users to the NIS+ password table, which allows local users to gain root access by modifying their password table entries.",DESCRIPTION
Results[].Vulnerabilities[].Description,"Solaris Solstice AdminSuite (AdminSuite) 2.1 incorrectly sets write permissions on source files for NIS maps, which could allow local users to gain privileges by modifying /etc/passwd.",DESCRIPTION
Results[].Vulnerabilities[].Overview,"Solaris Solstice AdminSuite (AdminSuite) 2.1 follows symbolic links when updating an NIS database, which allows local users to overwrite arbitrary files.",DESCRIPTION
cves[].description,"Solaris Solstice AdminSuite (AdminSuite) 2.1 and 2.2 create lock files insecurely, which allows local users to gain root privileges.",DESCRIPTION
artifacts[].issues[].description,"Solaris Solstice AdminSuite (AdminSuite) 2.1 and 2.2 allows local users to gain privileges via the save option in the Database Manager, which is running with setgid bin privileges.",DESCRIPTION
Results[].Vulnerabilities[].Description,"xterm in Digital UNIX 4.0B *with* patch kit 5 allows local users to overwrite arbitrary files via a symlink attack on a core dump file, which is created when xterm is called with a DISPLAY environmental variable set to a display that xterm cannot access.",DESCRIPTION
cves[].description,Vulnerability in scoterm in SCO OpenServer 5.0 and SCO Open Desktop/Open Server 3.0 allows local users to gain root privileges.,DESCRIPTION
data[].summary,Automount daemon automountd allows local or remote users to gain privileges via shell metacharacters.,DESCRIPTION
data[].summary,"Xyplex terminal server 6.0.1S1, and possibly other versions, allows remote attackers to bypass the password prompt by entering (1) a CTRL-Z character, or (2) a ? (question mark).",DESCRIPTION
Results[].Vulnerabilities[].Description,Land IP denial of service.,DESCRIPTION
data[].summary,"Denial of service in Ascend and 3com routers, which can be rebooted by sending a zero length TCP option.",DESCRIPTION
advisories.data.overview,Livingston RADIUS code has a buffer overflow which can allow remote execution of commands as root.,DESCRIPTION
advisories.data.overview,Buffer overflow in Linux Slackware crond program allows local users to gain root access.,DESCRIPTION
advisories.data.overview,Buffer overflow in statd allows root privileges.,DESCRIPTION
Results[].Vulnerabilities[].Description,"FTP servers can allow an attacker to connect to arbitrary ports on machines other than the FTP client, aka FTP bounce.",DESCRIPTION
cves[].description,Buffer overflow in CrackLib 2.5 may allow local users to gain root privileges via a long GECOS field.,DESCRIPTION
cves[].summary,Buffer overflow in Cisco 7xx routers through the telnet service.,DESCRIPTION
Results[].Vulnerabilities[].Description,"MIME buffer overflow in email clients, e.g. Solaris mailtool and Outlook.",DESCRIPTION
advisories.data.overview,"Desbordamiento de buffer en clientes de correo, como Solaris mailtool y Outlook",DESCRIPTION
cves[].description,Teardrop IP denial of service.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"A later variation on the Teardrop IP denial of service attack, a.k.a. Teardrop-2.",DESCRIPTION
cves[].summary,Memory leak in Simple Network Management Protocol (SNMP) agent (snmp.exe) for Windows NT 4.0 before Service Pack 4 allows remote attackers to cause a denial of service (memory consumption) via a large number of SNMP packets with Object Identifiers (OIDs) that cannot be decoded.,DESCRIPTION
cves[].description,"Quake 2 server allows remote attackers to cause a denial of service via a spoofed UDP packet with a source address of 127.0.0.1, which causes the server to attempt to connect to itself.",DESCRIPTION
Results[].Vulnerabilities[].Description,iPass RoamServer 3.1 creates temporary files with world-writable permissions.,DESCRIPTION
cves[].description,Buffer overflow in Apache 1.2.5 and earlier allows a remote attacker to cause a denial of service with a large number of GET requests containing a large number of / characters.,DESCRIPTION
cves[].description,"Local users can execute commands as other users, and read other users' files, through the filter command in the Elm elm-2.4 mail package using a symlink attack.",DESCRIPTION
Results[].Vulnerabilities[].Description,"Netscape FastTrack Web server lists files when a lowercase ""get"" command is used instead of an uppercase GET.",DESCRIPTION
Results[].Vulnerabilities[].Description,Denial of service through Solaris 2.5.1 telnet by sending ^D characters.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Excite for Web Servers (EWS) allows remote command execution via shell metacharacters.,DESCRIPTION
cves[].description,"Denial of service to NT mail servers including Ipswitch, Mdaemon, and Exchange through a buffer overflow in the SMTP HELO command.",DESCRIPTION
cves[].description,AAA authentication on Cisco systems allows attackers to execute commands without authorization.,DESCRIPTION
data[].summary,Buffer overflow in Internet Explorer 4.0(1).,DESCRIPTION
Results[].Vulnerabilities[].Overview,"Buffer overflow in the Linux mail program ""deliver"" allows local users to gain root access.",DESCRIPTION
cves[].description,"gcc 2.7.2 allows local users to overwrite arbitrary files via a symlink attack on temporary .i, .s, or .o files.",DESCRIPTION
Results[].Vulnerabilities[].Overview,"ICMP messages to broadcast addresses are allowed, allowing for a Smurf attack that can cause a denial of service.",DESCRIPTION
advisories.data.overview,"DIT TransferPro installs devices with world-readable and world-writable permissions, which could allow local users to damage disks through the ff device driver.",DESCRIPTION
Results[].Vulnerabilities[].Overview,AIX routed allows remote users to modify sensitive files.,DESCRIPTION
artifacts[].issues[].description,Buffer overflow in cidentd ident daemon allows local users to gain root privileges via a long line in the .authlie script.,DESCRIPTION
artifacts[].issues[].description,sudo 1.5.x allows local users to execute arbitrary commands via a .. (dot dot) attack.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Progressive Networks Real Video server (pnserver) can be crashed remotely.,DESCRIPTION
Results[].Vulnerabilities[].Description,"pnserver in RealServer 5.0 and earlier allows remote attackers to cause a denial of service by sending a short, malformed request.",DESCRIPTION
advisories.data.overview,Unauthorized privileged access or denial of service via dtappgather program in CDE.,DESCRIPTION
advisories.data.overview,Vulnerability in digest in AIX 4.3 allows printq users to gain root privileges by creating and/or modifing any file on the system.,DESCRIPTION
cves[].summary,"Stolen credentials from SSH clients via ssh-agent program, allowing other local users to access remote accounts belonging to the ssh-agent user.",DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in SGI IRIX mailx program.,DESCRIPTION
cves[].description,htmlscript CGI program allows remote read access to files.,DESCRIPTION
artifacts[].issues[].description,Denial of service in AIX telnet can freeze a system and prevent users from accessing the server.,DESCRIPTION
cves[].summary,Buffer overflow in War FTP allows remote execution of commands.,DESCRIPTION
Results[].Vulnerabilities[].Description,Solaris volrmmount program allows attackers to read any file.,DESCRIPTION
Results[].Vulnerabilities[].Description,mmap function in BSD allows local attackers in the kmem group to modify memory through devices.,DESCRIPTION
data[].summary,"The system configuration control (sysctl) facility in BSD based operating systems OpenBSD 2.2 and earlier, and FreeBSD 2.2.5 and earlier, does not properly restrict source routed packets even when the (1) dosourceroute or (2) forwarding variables are set, which allows remote attackers to spoof TCP connections.",DESCRIPTION
advisories.data.overview,"Denial of service in AOL Instant Messenger when a remote attacker sends a malicious hyperlink to the receiving client, potentially causing a system crash.",DESCRIPTION
Results[].Vulnerabilities[].Overview,"Vulnerability in imapd and ipop3d in Slackware 3.4 and 3.3 with shadowing enabled, and possibly other operating systems, allows remote attackers to cause a core dump via a short sequence of USER and PASS commands that do not provide valid usernames or passwords.",DESCRIPTION
artifacts[].issues[].description,Some web servers under Microsoft Windows allow remote attackers to bypass access restrictions for files with long file names.,DESCRIPTION
Results[].Vulnerabilities[].Description,Screen savers in KDE beta 3 allows local users to overwrite arbitrary files via a symlink attack on the .kss.pid file.,DESCRIPTION
advisories.data.overview,Bonk variation of teardrop IP fragmentation denial of service.,DESCRIPTION
artifacts[].issues[].description,Windows NT 4.0 allows remote attackers to cause a denial of service via a malformed SMB logon request in which the actual data size does not match the specified size.,DESCRIPTION
cves[].summary,"Buffer overflow in web-admin tool in NetXRay 2.6 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP request.",DESCRIPTION
advisories.data.overview,FreeBSD mmap function allows users to modify append-only or immutable files.,DESCRIPTION
advisories.data.overview,Squid Internet Object Cache 1.1.20 allows users to bypass access control lists (ACLs) by encoding the URL with hexadecimal escape sequences.,DESCRIPTION
Results[].Vulnerabilities[].Description,The WinGate telnet proxy allows remote attackers to cause a denial of service via a large number of connections to localhost.,DESCRIPTION
cves[].description,"Quake 2 server 3.13 on Linux does not properly check file permissions for the config.cfg configuration file, which allows local users to read arbitrary files via a symlink from config.cfg to the target file.",DESCRIPTION
artifacts[].issues[].description,"sadc in IBM AIX 4.1 through 4.3, when called from programs such as timex that are setgid adm, allows local users to overwrite arbitrary files via a symlink attack.",DESCRIPTION
advisories.data.overview,The info2www CGI script allows remote file access or remote command execution.,DESCRIPTION
Results[].Vulnerabilities[].Overview,SunOS rpc.cmsd allows attackers to obtain root access by overwriting arbitrary files.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Linux bdash game has a buffer overflow that allows local users to gain root access.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"A Unix account has a default, null, blank, or missing password.",DESCRIPTION
advisories.data.overview,"UDP messages to broadcast addresses are allowed, allowing for a Fraggle attack that can cause a denial of service by flooding the target.",DESCRIPTION
cves[].description,"The NIS+ rpc.nisd server allows remote attackers to execute certain RPC calls without authentication to obtain system information, disable logging, or modify caches.",DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflows in CDROM Confidence Test program (cdrom) allow local users to gain root privileges.,DESCRIPTION
cves[].description,ifdhcpc-done script for configuring DHCP on Red Hat Linux 5 allows local users to append text to arbitrary files via a symlink attack on the dhcplog file.,DESCRIPTION
cves[].summary,ndd in Solaris 2.6 allows local users to cause a denial of service by modifying certain TCP/IP parameters.,DESCRIPTION
cves[].summary,"Attackers can cause a denial of service in Ascend MAX and Pipeline routers with a malformed packet to the discard port, which is used by the Java Configurator tool.",DESCRIPTION
advisories.data.overview,"inetd in AIX 4.1.5 dynamically assigns a port N when starting ttdbserver (ToolTalk server), but also inadvertently listens on port N-1 without passing control to ttdbserver, which allows remote attackers to cause a denial of service via a large number of connections to port N-1, which are not properly closed by inetd.",DESCRIPTION
cves[].summary,IRIX cdplayer allows local users to create directories in arbitrary locations via a command line option.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Execute commands as root via buffer overflow in Tooltalk database server (rpc.ttdbserverd).,DESCRIPTION
cves[].description,Buffer overflow in SMTP HELO command in Sendmail allows a remote attacker to hide activities.,DESCRIPTION
advisories.data.overview,Nestea variation of teardrop IP fragmentation denial of service.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"An account on a router, firewall, or other network device has a guessable password.",DESCRIPTION
Results[].Vulnerabilities[].Overview,"A configuration in a web browser such as Internet Explorer or Netscape Navigator allows execution of active content such as ActiveX, Java, Javascript, etc.",DESCRIPTION
Results[].Vulnerabilities[].Overview,HP OpenMail can be misconfigured to allow users to run arbitrary commands using malicious print requests.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"System Manager sysmgr GUI in SGI IRIX 6.4 and 6.3 allows remote attackers to execute commands by providing a trojan horse (1) runtask or (2) runexec descriptor file, which is used to execute a System Manager Task when the user's Mailcap entry supports the x-sgi-task or x-sgi-exec type.",DESCRIPTION
cves[].summary,"Directory traversal vulnerability in pfdispaly.cgi program (sometimes referred to as ""pfdisplay"") for SGI's Performer API Search Tool (performer_tools) allows remote attackers to read arbitrary files.",DESCRIPTION
Results[].Vulnerabilities[].Description,Slackware Linux 3.4 pkgtool allows local attacker to read and write to arbitrary files via a symlink attack on the reply file.,DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in QuakeWorld 2.10 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary commands via a long initial connect packet.,DESCRIPTION
cves[].summary,Inverse query buffer overflow in BIND 4.9 and BIND 8 Releases.,DESCRIPTION
advisories.data.overview,Denial of Service vulnerability in BIND 8 Releases via maliciously formatted DNS messages.,DESCRIPTION
data[].summary,Denial of Service vulnerabilities in BIND 4.9 and BIND 8 Releases via CNAME record and zone transfer.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Solaris rpcbind can be exploited to overwrite arbitrary files and gain root access.,DESCRIPTION
artifacts[].issues[].description,Buffer overflow in Apple AppleShare Mail Server 5.0.3 on MacOS 8.1 and earlier allows a remote attacker to cause a denial of service (crash) via a long HELO command.,DESCRIPTION
cves[].summary,Vulnerabilities in (1) ipxchk and (2) ipxlink in NetWare Client 1.0 on IRIX 6.3 and 6.4 allows local users to gain root access via a modified IFS environmental variable.,DESCRIPTION
artifacts[].issues[].description,"Buffer overflow in Korn Shell (ksh) suid_exec program on IRIX 6.x and earlier, and possibly other operating systems, allows local users to gain root privileges.",DESCRIPTION
cves[].summary,"(1) ipxchk and (2) ipxlink in SGI OS2 IRIX 6.3 does not properly clear the IFS environmental variable before executing system calls, which allows local users to execute arbitrary commands.",DESCRIPTION
advisories.data.overview,"Buffer overflows in Quake 1.9 client allows remote malicious servers to execute arbitrary commands via long (1) precache paths, (2) server name, (3) server address, or (4) argument to the map console command.",DESCRIPTION
cves[].description,Network Flight Recorder (NFR) 1.5 and 1.6 allows remote attackers to cause a denial of service in nfrd (crash) via a TCP packet with a null header and data field.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Stalker Internet Mail Server 1.6 allows a remote attacker to cause a denial of service (crash) via a long HELO command.,DESCRIPTION
Results[].Vulnerabilities[].Description,"named in ISC BIND 4.9 and 8.1 allows local users to destroy files via a symlink attack on (1) named_dump.db when root kills the process with a SIGINT, or (2) named.stats when SIGIOT is used.",DESCRIPTION
cves[].summary,Buffer overflow in Eudora Internet Mail Server (EIMS) 2.01 and earlier on MacOS systems allows remote attackers to cause a denial of service via a long USER command to port 106.,DESCRIPTION
advisories.data.overview,suidexec in suidmanager 0.18 on Debian 2.0 allows local users to gain root privileges by specifying a malicious program on the command line.,DESCRIPTION
cves[].description,Solaris ufsrestore buffer overflow.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.,DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflow in kppp in KDE allows local users to gain root access via a long -c (account_name) command line argument.,DESCRIPTION
cves[].description,The printers program in IRIX has a buffer overflow that gives root access to local users.,DESCRIPTION
cves[].description,FreeBSD T/TCP Extensions for Transactions can be subjected to spoofing attacks.,DESCRIPTION
Results[].Vulnerabilities[].Description,SGI IRIX buffer overflow in xterm and Xaw allows root access.,DESCRIPTION
Results[].Vulnerabilities[].Overview,"Solaris 2.6 HW3/98 installs admintool with world-writable permissions, which allows local users to gain privileges by replacing it with a Trojan horse program.",DESCRIPTION
cves[].summary,Vulnerability in Advanced File System Utility (advfs) in Digital UNIX 4.0 through 4.0d allows local users to gain privileges.,DESCRIPTION
artifacts[].issues[].description,"Windows NT 3.51 and 4.0 running WINS (Windows Internet Name Service) allows remote attackers to cause a denial of service (resource exhaustion) via a flood of malformed packets, which causes the server to slow down and fill the event logs with error messages.",DESCRIPTION
Results[].Vulnerabilities[].Description,The Motorola CableRouter allows any remote user to connect to and configure the router on port 1024.,DESCRIPTION
Results[].Vulnerabilities[].Overview,A memory leak in a Motorola CableRouter allows remote attackers to conduct a denial of service via a large number of telnet connections.,DESCRIPTION
advisories.data.overview,"Check Point Firewall-1 does not properly handle certain restricted keywords (e.g., Mail, auth, time) in user-defined objects, which could produce a rule with a default ""ANY"" address and result in access to more systems than intended by the administrator.",DESCRIPTION
artifacts[].issues[].description,"US Robotics/3Com Total Control Chassis with Frame Relay between 3.6.22 and 3.7.24 does not properly enforce access filters when the ""set host prompt"" setting is made for a port, which allows attackers to bypass restrictions by providing the hostname twice at the ""host: "" prompt.",DESCRIPTION
Results[].Vulnerabilities[].Overview,Buffer overflows in Sun libnsl allow root access.,DESCRIPTION
artifacts[].issues[].description,"Vulnerability in man.sh CGI script, included in May 1998 issue of SysAdmin Magazine, allows remote attackers to execute arbitrary commands.",DESCRIPTION
Results[].Vulnerabilities[].Description,Buffer overflow in kscreensaver in KDE klock allows local users to gain root privileges via a long HOME environmental variable.,DESCRIPTION
data[].summary,Buffer overflow in BNU UUCP daemon (uucpd) through long hostnames.,DESCRIPTION
Results[].Vulnerabilities[].Description,Vulnerability in (1) diskalign and (2) diskperf in IRIX 6.4 patches 2291 and 2848 allow a local user to create root-owned files leading to a root compromise.,DESCRIPTION
artifacts[].issues[].description,"Vulnerability in (1) diskperf and (2) diskalign in IRIX 6.4 allows local attacker to create arbitrary root owned files, leading to root privileges.",DESCRIPTION
artifacts[].issues[].description,xosview 1.5.1 in Red Hat 5.1 allows local users to gain root access via a long HOME environmental variable.,DESCRIPTION
cves[].description,"In IIS, remote attackers can obtain source code for ASP files by appending ""::$DATA"" to the URL.",DESCRIPTION
cves[].summary,SGI mediad program allows local users to gain root access.,DESCRIPTION
